"name"	"taxRank"	"taxID"	"Max"	"X5089.cladeReads"	"X5090.cladeReads"	"X5091.cladeReads"	"X5092.cladeReads"	"X5093.cladeReads"	"X5094.cladeReads"	"X5101.cladeReads"	"X5102.cladeReads"	"X5103.cladeReads"	"X5104.cladeReads"	"X5105.cladeReads"	"X5106.cladeReads"	"lineage"
"Thalassoporum mexicanum"	"S"	3457544	2	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Pseudanabaenales>Thalassoporaceae>Thalassoporum"
"Leptolyngbya sp. BL0902"	"S"	1115757	10	6	NA	3	1	3	10	NA	1	2	NA	4	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptolyngbya&nbsp;group>Leptolyngbya>unclassified&nbsp;Leptolyngbya"
"Leptolyngbya sp. FACHB-1624"	"S"	2692802	6	3	4	6	3	4	2	1	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptolyngbya&nbsp;group>Leptolyngbya>unclassified&nbsp;Leptolyngbya"
"Leptolyngbya sp. NK1-12"	"S"	2547451	1	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptolyngbya&nbsp;group>Leptolyngbya>unclassified&nbsp;Leptolyngbya"
"Leptolyngbya sp. Cla-17"	"S"	2803751	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptolyngbya&nbsp;group>Leptolyngbya>unclassified&nbsp;Leptolyngbya"
"Leptolyngbya sp. 7M"	"S"	2812896	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptolyngbya&nbsp;group>Leptolyngbya>unclassified&nbsp;Leptolyngbya"
"Leptodesmis sichuanensis"	"S"	2906798	6	3	6	1	NA	1	1	2	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptodesmis"
"Leptothermofonsia sichuanensis"	"S"	2917832	7	1	1	7	3	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Leptolyngbyaceae>Leptothermofonsia"
"Trichothermofontia sichuanensis"	"S"	3045816	6	1	4	NA	NA	6	NA	1	1	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Trichocoleusaceae>Trichothermofontia"
"Geitlerinema sp. PCC 7407"	"S"	1173025	16	12	16	NA	NA	11	5	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Geitlerinematales>Geitlerinemataceae>Geitlerinema>unclassified&nbsp;Geitlerinema"
"Nodosilinea sp. E11"	"S"	3037479	5	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nodosilineales>Nodosilineaceae>Nodosilinea>unclassified&nbsp;Nodosilinea"
"Halomicronema hongdechloris"	"S"	1209493	10	4	3	NA	2	6	NA	1	NA	10	NA	1	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nodosilineales>Nodosilineaceae>Halomicronema"
"Egbenema bharatensis"	"S"	3463334	3	3	NA	1	NA	2	1	1	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oculatellales>Oculatellaceae>Egbenema"
"Gloeobacter kilaueensis"	"S"	1416614	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Gloeobacterales>Gloeobacteraceae>Gloeobacter"
"Thermosynechococcus vestitus"	"S"	146786	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	2	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Acaryochloridales>Thermosynechococcaceae>Thermosynechococcus"
"Thermosynechococcus sp."	"S"	2814275	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Acaryochloridales>Thermosynechococcaceae>Thermosynechococcus>unclassified&nbsp;Thermosynechococcus"
"Thermosynechococcus sichuanensis"	"S"	3161974	5	1	5	1	4	NA	1	NA	NA	NA	NA	3	2	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Acaryochloridales>Thermosynechococcaceae>Thermosynechococcus"
"Parathermosynechococcus lividus"	"S"	33070	11	1	NA	NA	1	NA	NA	NA	2	NA	NA	11	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Acaryochloridales>Thermosynechococcaceae>Parathermosynechococcus"
"Chamaesiphon minutus"	"S"	1173032	4	2	NA	NA	NA	NA	4	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Gomontiellales>Chamaesiphonaceae>Chamaesiphon"
"Crinalium epipsammum"	"S"	241425	16	1	7	1	1	5	2	NA	NA	1	NA	1	16	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Gomontiellales>Gomontiellaceae>Crinalium"
"Pleurocapsa sp. PCC 7327"	"S"	118163	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Pleurocapsales>Hyellaceae>Pleurocapsa>unclassified&nbsp;Pleurocapsa"
"Pleurocapsa sp. FMAR1"	"S"	3040204	4	1	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Pleurocapsales>Hyellaceae>Pleurocapsa>unclassified&nbsp;Pleurocapsa"
"Desertifilum tharense"	"S"	1185873	3	1	NA	NA	1	NA	1	1	NA	1	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Desertifilales>Desertifilaceae>Desertifilum"
"cyanobacterium endosymbiont of Rhopalodia gibberula"	"S"	1763363	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>unclassified&nbsp;Cyanobacteriota"
"Spiroplasma endosymbiont of Clivina fossor"	"S"	3066282	9	6	1	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Spiroplasma endosymbiont of Cantharis rufa"	"S"	3066279	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Spiroplasma endosymbiont of Labia minor"	"S"	3066305	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Spiroplasma gladiatoris"	"S"	2143	14	14	NA	NA	2	3	8	NA	5	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma helicoides"	"S"	216938	4	4	NA	1	NA	NA	3	1	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma cantharicola"	"S"	362837	3	3	NA	1	2	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma litorale"	"S"	216942	18	3	1	NA	NA	NA	NA	NA	NA	3	2	NA	18	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma chrysopicola"	"S"	216933	40	2	NA	NA	NA	13	40	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma citri"	"S"	2133	2	2	NA	NA	1	NA	NA	1	NA	NA	2	NA	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma taiwanense"	"S"	2145	2	2	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma clarkii"	"S"	2139	3	2	NA	NA	NA	NA	2	NA	NA	NA	NA	3	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma corruscae"	"S"	216934	58	1	1	2	1	NA	1	1	NA	NA	7	58	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma culicicola"	"S"	216935	38	1	2	NA	NA	16	13	3	2	NA	2	NA	38	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma mirum"	"S"	2144	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Mesoplasma chauliocola"	"S"	216427	23	23	2	NA	NA	NA	1	2	2	3	NA	11	2	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Entomoplasmataceae>Mesoplasma"
"Mesoplasma coleopterae"	"S"	324078	51	3	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Entomoplasmataceae>Mesoplasma"
"Williamsoniiplasma luminosum"	"S"	214888	8	2	NA	NA	NA	1	2	NA	1	NA	NA	NA	8	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Williamsoniiplasma"
"Mycoplasma sp. P36-A1"	"S"	3252900	31	31	16	1	NA	2	4	10	2	3	7	12	10	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. Mirounga ES2805-ORL"	"S"	754514	7	7	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. E35C"	"S"	2801918	16	7	8	1	2	NA	NA	2	NA	NA	NA	NA	16	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. 6243"	"S"	3440865	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. Pen4"	"S"	640330	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. 1018B"	"S"	2967302	2	1	NA	NA	NA	NA	NA	1	NA	NA	2	2	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. NEAQ87857"	"S"	2683967	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. (ex Biomphalaria glabrata)"	"S"	1749074	5	1	NA	NA	NA	NA	1	NA	NA	NA	1	5	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Mycoplasma"
"Mycoplasma sp. 480"	"S"	3440155	18	12	18	1	1	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Asterococcus&nbsp;(in:&nbsp;mycoplasmas,&nbsp;genus)"
"Mycoplasma sp. 125"	"S"	3447505	3	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>unclassified&nbsp;Asterococcus&nbsp;(in:&nbsp;mycoplasmas,&nbsp;genus)"
"Mycoplasma putrefaciens"	"S"	2123	8	8	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma anserisalpingitidis"	"S"	519450	38	4	6	2	NA	NA	NA	NA	NA	NA	NA	NA	38	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma miroungirhinis"	"S"	754516	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma corogypsi"	"S"	2106	1	1	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma suis"	"S"	57372	13	1	NA	NA	NA	2	3	3	1	NA	1	1	13	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma tullyi"	"S"	1612150	7	1	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma phocoenae"	"S"	754517	5	1	NA	NA	NA	1	NA	1	1	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma mycoides"	"S"	2102	10	1	1	3	10	1	NA	NA	NA	1	3	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>Mycoplasma&nbsp;mycoides&nbsp;group"
"Mycoplasma miroungigenitalium"	"S"	754515	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"symbiont of Argiope bruennichi"	"S"	2810479	126	5	5	1	126	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>unclassified&nbsp;Mycoplasmataceae"
"Candidatus Hepatoplasma crinochetorum"	"S"	295596	95	10	34	4	5	95	20	3	1	NA	NA	1	5	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Candidatus&nbsp;Hepatoplasmataceae>Candidatus&nbsp;Hepatoplasma"
"endosymbiont DhMRE of Dentiscutata heterogama"	"S"	1609546	20	2	4	NA	NA	20	4	NA	13	7	4	8	2	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>unclassified&nbsp;Mycoplasmatales"
"Acholeplasma laidlawii"	"S"	2148	80	32	5	NA	15	29	80	3	1	NA	1	6	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Acholeplasma hippikon"	"S"	264636	21	13	21	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Acholeplasma palmae"	"S"	38986	154	6	8	91	154	NA	1	1	NA	NA	5	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Acholeplasma brassicae"	"S"	61635	19	3	3	5	5	NA	NA	NA	3	NA	1	1	19	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Candidatus Phytoplasma asiaticum"	"S"	2763338	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrII&nbsp;(Peanut&nbsp;WB&nbsp;group)"
"Candidatus Phytoplasma solani"	"S"	69896	34	1	4	NA	NA	34	13	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXII&nbsp;(Stolbur&nbsp;group)"
"Phytoplasma sp."	"S"	2155	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>unclassified&nbsp;Candidatus&nbsp;Phytoplasma"
"Haploplasma axanthum"	"S"	29552	42	3	14	NA	7	3	2	1	3	NA	7	42	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Haploplasma"
"Mariniplasma anaerobium"	"S"	2735436	34	1	2	NA	9	2	1	1	NA	2	6	4	34	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Mariniplasma"
"Candidatus Izimoplasma sp. HR1"	"S"	1541959	16	3	4	1	NA	NA	NA	16	NA	NA	8	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Candidatus&nbsp;Izemoplasmatales>Candidatus&nbsp;Izemoplasmataceae>Candidatus&nbsp;Izemoplasma>unclassified&nbsp;Candidatus&nbsp;Izemoplasma"
"Candidatus Izemoplasma sp. B36"	"S"	3242468	4	2	1	2	2	NA	NA	4	NA	1	4	3	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Candidatus&nbsp;Izemoplasmatales>Candidatus&nbsp;Izemoplasmataceae>Candidatus&nbsp;Izemoplasma>unclassified&nbsp;Candidatus&nbsp;Izemoplasma"
"Candidatus Xianfuyuplasma coldseepsis"	"S"	2782163	44	1	5	NA	NA	2	NA	NA	2	NA	1	44	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Candidatus&nbsp;Izemoplasmatales>Candidatus&nbsp;Izemoplasmataceae>Candidatus&nbsp;Xianfuyuplasma"
"Hujiaoplasma nucleasis"	"S"	2725268	67	2	8	8	9	NA	3	2	NA	NA	NA	67	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Candidatus&nbsp;Izemoplasmatales>Hujiaoplasmataceae>Hujiaoplasma"
"Mycoplasmopsis californica"	"S"	2113	5	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis lipophila"	"S"	2117	6	4	6	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis anatis"	"S"	171279	13	4	NA	NA	NA	NA	NA	1	NA	13	1	13	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis agalactiae"	"S"	2110	12	3	3	NA	1	NA	NA	9	2	NA	NA	2	12	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis agassizii"	"S"	33922	2	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis maculosa"	"S"	114885	2	2	NA	NA	NA	NA	NA	NA	NA	1	2	1	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis gallopavonis"	"S"	76629	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis bovigenitalium"	"S"	2112	32	1	NA	NA	32	NA	NA	1	NA	NA	1	NA	4	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Mycoplasmopsis columboralis"	"S"	171282	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"[Mycoplasma] gypis"	"S"	92404	8	8	2	NA	NA	1	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Metamycoplasma"
"Metamycoplasma cloacale"	"S"	92401	4	2	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Metamycoplasma"
"Metamycoplasma faucium"	"S"	56142	10	2	1	NA	NA	NA	NA	1	NA	NA	NA	10	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Metamycoplasma"
"Mesomycoplasma ovipneumoniae"	"S"	29562	24	4	3	2	13	NA	NA	13	1	13	24	2	6	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mesomycoplasma"
"Mesomycoplasma bovoculi"	"S"	45362	6	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mesomycoplasma"
"Mesomycoplasma hyopneumoniae"	"S"	2099	4	2	NA	NA	4	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mesomycoplasma"
"[Mycoplasma] mobile"	"S"	2118	73	1	NA	NA	50	NA	NA	2	NA	NA	NA	NA	73	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mesomycoplasma"
"Malacoplasma iowae"	"S"	2116	27	27	15	NA	NA	NA	NA	3	NA	NA	NA	6	2	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Mycoplasmoidaceae>Malacoplasma"
"Malacoplasma muris"	"S"	2119	18	1	4	NA	NA	18	4	NA	NA	4	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Mycoplasmoidaceae>Malacoplasma"
